"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address3","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predict","profitMargin","buy"
"97",4158,NA,NA,"T","N","F",NA,NA,NA,NA,"SW3","E",182,7,8.4,5.1,260,158,"Very Poor","owner-occupied",51.486964,-0.168428,72,11,1,"south kensington","Thames Water",59900,"Kensington and Chelsea","tube",3,0,0,0.7152314,2935000,4470627.82240778,0.523212205249668,1
"98",11281,NA,NA,"F","N","L",NA,NA,NA,NA,"SW6","F",105,4,7.7,2.7,417,146,"Poor","owner-occupied",51.470963,-0.191401,35,7,2,"imperial wharf","Thames Water",58900,"Hammersmith and Fulham","light_rail",0,1,1,0.7761286,633000,963782.173923493,0.522562676024475,1
"99",1265,NA,NA,"F","N","L",NA,NA,NA,NA,"CR4","D",53,3,2.4,1.2,253,132,"Average","rental (private)",51.406436,-0.164461,49,23,3,"mitcham eastfields","Thames Water",45700,"Merton","rail",0,1,0,0.5741736,170000,258670.124134887,0.521588965499336,1
"100",14382,NA,NA,"F","N","L",NA,NA,NA,NA,"E5","D",66,3,3.4,2.8,265,221,"Poor","owner-occupied",51.569186,-0.054682,94,19,2,"clapton","Thames Water",44600,"Hackney","light_rail",0,0,1,0.5729308,311000,471863.236914212,0.517245134772385,1
"101",12114,NA,NA,"D","N","F",NA,NA,NA,NA,"KT3","E",119,6,6.4,3,305,142,"Average","owner-occupied",51.390781,-0.249153,77,22,4,"motspur park","Thames Water",65000,"Kingston upon Thames","rail",0,1,0,0.6580626,505000,764334.172223249,0.513533014303464,1
"102",6294,NA,NA,"T","N","F",NA,NA,NA,NA,"SW17","D",119,7,4.4,3.1,192,131,"Average","owner-occupied",51.420029,-0.149877,62,22,3,"tooting","Thames Water",52800,"Wandsworth","rail",0,1,0,0.6767046,514000,777123.835084435,0.511914076039756,1
"103",9334,NA,NA,"F","N","L",NA,NA,NA,NA,"N1","D",70,4,2.3,1.3,184,108,"Good","rental (private)",51.531158,-0.080972,50,23,1,"hoxton","Thames Water",54300,"Islington","light_rail",0,0,1,0.329342,378000,571291.119406557,0.511352167742215,1
"104",5731,NA,NA,"F","N","L",NA,NA,NA,NA,"SE5","C",39.04,2,2,2,342,335,"Poor","rental (private)",51.470159,-0.08359,106,26,2,"denmark hill","Thames Water",56300,"Southwark","light_rail",0,1,1,0.4511364,227000,342340.127242534,0.508106287412045,1
"105",3478,NA,NA,"S","N","F",NA,NA,NA,NA,"NW10","D",128,7,6,3.3,264,143,"Average","owner-occupied",51.546715,-0.25052,75,36,3,"neasden","Thames Water",38400,"Brent","tube",1,0,0,0.7668076,553000,832813.954604348,0.505992684637158,1
"106",368,NA,NA,"T","N","F",NA,NA,NA,NA,"SE18","G",123,6,13,1.9,580,84,"Very Poor","owner-occupied",51.4848,0.086518,239,43,4,"plumstead","Thames Water",48200,"Greenwich","rail",0,1,0,0.584116,339000,508911.824530321,0.501214821623366,1
"107",2619,NA,NA,"F","N","L",NA,NA,NA,NA,"IG11","C",63,3,1.5,1.5,133,133,"Average","owner-occupied",51.534002,0.075733,151,4,4,"barking","Essex & Suffolk Water",44200,"Barking and Dagenham","tube",2,0,1,0.571688,153000,229080.150075522,0.497255882846546,1
"108",9005,NA,NA,"T","N","F",NA,NA,NA,NA,"W11","C",192,6,4,2.9,119,84,"Average","owner-occupied",51.516367,-0.200787,31,22,2,"westbourne park","Thames Water",47100,"Kensington and Chelsea","tube",2,0,0,0.5238402,2361000,3531639.13567664,0.495823437389515,1
"109",1739,NA,NA,"S","N","F",NA,NA,NA,NA,"BR6","C",154,6,3.3,2.4,123,86,"Average","owner-occupied",51.360974,0.081101,73,96,6,"orpington","Thames Water",50500,"Bromley","rail",0,1,0,1.391936,416000,620509.722313028,0.491609909406317,1
"110",13340,NA,NA,"F","N","L",NA,NA,NA,NA,"W2","D",46.75,3,3.3,3.3,421,415,"Very Poor","owner-occupied",51.519086,-0.183499,74,27,2,"royal oak","Thames Water",56500,"Westminster","tube",2,0,0,0.2976506,395000,588036.361671088,0.488699649800223,1
"111",6690,NA,NA,"F","N","L",NA,NA,NA,NA,"N15","E",86.51,4,5.9,4.3,409,298,"Average","owner-occupied",51.587067,-0.098278,143,22,3,"turnpike lane","Thames Water",48900,"Haringey","tube",1,0,0,0.388375,371000,551270.495113101,0.485904299496228,1
"112",9090,NA,NA,"F","N","L",NA,NA,NA,NA,"SW2","D",64,3,3.5,1.1,309,102,"Average","owner-occupied",51.453998,-0.114565,53,26,2,"herne hill","Thames Water",61900,"Lambeth","rail",0,1,0,0.8556678,267000,396328.315355873,0.484375712943344,1
"113",6054,NA,NA,"S","N","F",NA,NA,NA,NA,"HA8","D",200,7,8.6,4.2,243,120,"Average","owner-occupied",51.608753,-0.292828,82,64,5,"canons park","Affinity Water",55100,"Barnet","tube",1,0,0,0.0708396,651000,959615.373558074,0.474063553852648,1
"114",8543,NA,NA,"S","N","F",NA,NA,NA,NA,"CR7","D",92.55,4,4.5,3.9,255,217,"Good","owner-occupied",51.404932,-0.097763,56,57,4,"thornton heath","Thames Water",44900,"Croydon","rail",0,1,0,0.5213546,315000,463120.337750762,0.470223294446864,1
"115",15443,NA,NA,"F","N","L",NA,NA,NA,NA,"SE15","C",70,2,2,2,174,174,"Very Poor","rental (social)",51.478287,-0.061072,40,4,2,"queens road peckham","Thames Water",45200,"Southwark","light_rail",0,1,1,0.4188236,289000,424125.612616602,0.467562673413848,1
"116",10415,NA,NA,"F","N","L",NA,NA,NA,NA,"TW2","C",47,3,1.7,1.4,205,175,"Average","rental (social)",51.443994,-0.35435,114,19,5,"whitton","Thames Water",61900,"Richmond upon Thames","rail",0,1,0,1.0352524,193000,283043.280708656,0.466545495899771,1
"117",5538,NA,NA,"F","N","L",NA,NA,NA,NA,"KT3","C",47,2,2.6,1.8,322,228,"Good","owner-occupied",51.400425,-0.261513,27,23,4,"new malden","Thames Water",61000,"Kingston upon Thames","rail",0,1,0,0.5008484,166000,243429.544645929,0.466443040035719,1
"118",11528,NA,NA,"T","N","F",NA,NA,NA,NA,"NW2","C",97,6,2.7,1.2,161,68,"Average","owner-occupied",51.566912,-0.242222,139,51,3,"neasden","Thames Water",43400,"Camden","tube",1,0,0,1.071915,470000,688690.861591602,0.465299705514047,1
"119",8624,NA,NA,"T","N","F",NA,NA,NA,NA,"E3","E",97,3,6.7,5.3,411,324,"Very Poor","owner-occupied",51.522923,-0.022116,34,15,2,"devons road","Thames Water",51200,"Tower Hamlets","light_rail",0,0,1,0.2908152,570000,834869.17571801,0.464682764417562,1
"120",6702,NA,NA,"T","N","F",NA,NA,NA,NA,"SM2","E",99,3,5.9,2.5,337,143,"Poor","owner-occupied",51.344529,-0.196167,94,98,5,"belmont","SES Water",67900,"Sutton","rail",0,1,0,0.2249468,336000,492107.718946945,0.464606306389717,1
"121",695,NA,NA,"F","N","L",NA,NA,NA,NA,"N10","D",141,5,5.5,4.1,223,165,"Poor","owner-occupied",51.59027,-0.143073,107,98,3,"highgate","Thames Water",65800,"Haringey","tube",1,0,0,0.9967256,745000,1090214.8368927,0.463375619990202,1
"122",6682,NA,NA,"F","N","L",NA,NA,NA,NA,"CR7","D",36,2,2.5,0.9,405,145,"Average","rental (private)",51.397515,-0.108996,29,46,4,"thornton heath","Thames Water",51500,"Croydon","rail",0,1,0,0.4455438,127000,185777.118878037,0.462811959669579,1
"123",15745,NA,NA,"T","N","F",NA,NA,NA,NA,"CR4","D",84,5,4.5,2,276,119,"Good","rental (private)",51.418984,-0.166933,74,18,3,"tooting","Thames Water",52500,"Merton","rail",0,1,0,0.3610334,381000,555882.431498107,0.45900900655671,1
"124",4494,NA,NA,"T","N","F",NA,NA,NA,NA,"KT5","E",62,5,4.2,0.4,386,38,"Very Poor","owner-occupied",51.380964,-0.277247,77,27,5,"tolworth","Thames Water",55400,"Kingston upon Thames","rail",0,1,0,0.3952104,291000,424456.967137714,0.458615007346098,1
"125",1704,NA,NA,"F","N","L",NA,NA,NA,NA,"SE6","D",52,3,4.3,2.2,488,252,"Very Poor","owner-occupied",51.441372,0.009397,45,33,3,"lee","Thames Water",48000,"Lewisham","rail",0,1,0,1.1210056,202000,293979.199383827,0.455342571207066,1
"126",68,NA,NA,"T","N","F",NA,NA,NA,NA,"SW13","D",109,6,4.9,2.3,254,117,"Average","owner-occupied",51.48395,-0.239336,68,6,2,"barnes bridge","Thames Water",65600,"Richmond upon Thames","tube",1,0,0,1.2564708,722000,1049538.56420202,0.453654521055432,1
"127",6412,NA,NA,"F","N","L",NA,NA,NA,NA,"E14","C",74,4,1.8,1.3,139,97,"Average","rental (private)",51.51486,-0.036244,133,10,2,"limehouse","Thames Water",50700,"Tower Hamlets","light_rail",0,0,1,0.3846466,290000,420239.182445979,0.449100629124065,1
"128",293,NA,NA,"F","N","L",NA,NA,NA,NA,"NW5","D",97,3,5.1,2.1,301,122,"Average","owner-occupied",51.554527,-0.14098,238,45,2,"kentish town","Thames Water",57000,"Camden","tube",1,1,0,0.2448316,547000,791883.744783041,0.447685091011043,1
"129",14177,NA,NA,"T","N","F",NA,NA,NA,NA,"SE6","E",134,6,7.2,2.6,279,99,"Average","owner-occupied",51.434417,-0.03653,52,33,4,"lower sydenham","Thames Water",45100,"Lewisham","rail",0,1,0,0.755001,402000,579721.067724035,0.442092208268745,1
"130",7534,NA,NA,"T","N","F",NA,NA,NA,NA,"N15","D",112,5,4.8,1.5,224,65,"Average","owner-occupied",51.584181,-0.079547,32,13,3,"seven sisters","Thames Water",44000,"Haringey","tube",1,1,1,0.4672928,442000,634517.292932779,0.435559486273255,1
"131",8401,NA,NA,"T","N","F",NA,NA,NA,NA,"TW13","C",98,6,2.6,1.2,149,66,"Good","owner-occupied",51.440932,-0.416633,83,16,6,"feltham","Affinity Water",53700,"Hounslow","rail",0,1,0,0.6965894,307000,440314.238935261,0.434248335294011,1
"132",13779,NA,NA,"D","N","F",NA,NA,NA,NA,"TW12","F",110,6,8.8,2.6,452,135,"Average","owner-occupied",51.423966,-0.383275,70,19,6,"hampton","Thames Water",54700,"Richmond upon Thames","rail",0,1,0,0.9035156,518000,741170.546578853,0.430831171001647,1
"133",3738,NA,NA,"T","N","F",NA,NA,NA,NA,"SE24","E",227,8,7.7,4,230,120,"Poor","owner-occupied",51.455141,-0.094036,126,30,2,"north dulwich","Thames Water",76600,"Lambeth","rail",0,1,0,0.3305848,1250000,1788111.02224737,0.430488817797896,1
"134",1532,NA,NA,"F","N","L",NA,NA,NA,NA,"W8","C",101,3,1.9,1.7,108,97,"Average","owner-occupied",51.495299,-0.200306,143,13,1,"earls court","Thames Water",69200,"Kensington and Chelsea","tube",2,0,0,0.4418154,1191000,1701805.02564103,0.428887511033608,1
"135",3546,NA,NA,"S","N","F",NA,NA,NA,NA,"UB2","D",117.24,5,6.4,5.3,297,249,"Average","rental (social)",51.494683,-0.38792,67,35,4,"southall","Thames Water",49500,"Ealing","rail",0,1,0,1.0514088,460000,656047.186778067,0.426189536474059,1
"136",3293,NA,NA,"T","N","F",NA,NA,NA,NA,"SE15","E",104.88,3,5.9,5.3,289,261,"Good","rental (private)",51.470436,-0.052392,91,15,2,"nunhead","Thames Water",45300,"Southwark","rail",0,1,0,0.332449,596000,847961.308819775,0.422753873858683,1
"137",114,NA,NA,"F","N","L",NA,NA,NA,NA,"SW11","D",84.9,4,4.2,3.1,273,202,"Good","owner-occupied",51.473939,-0.169914,154,6,2,"clapham junction","Thames Water",66400,"Wandsworth","light_rail",0,1,1,0.8550464,473000,672680.240451279,0.422156956556615,1
"138",12897,NA,NA,"S","N","F",NA,NA,NA,NA,"N20","D",224,10,10,4,260,99,"Poor","owner-occupied",51.624575,-0.16672,60,88,4,"totteridge and whetstone","Affinity Water",52200,"Barnet","tube",1,0,0,0.8277048,1001000,1421690.17554946,0.420269905643816,1
"139",13961,NA,NA,"F","N","L",NA,NA,NA,NA,"SW12","E",137,5,5.1,3,240,140,"Poor","owner-occupied",51.447094,-0.143444,22,26,3,"balham","Thames Water",64000,"Wandsworth","tube",1,1,0,0.5928156,688000,973333.131674778,0.414728389062178,1
"140",1388,NA,NA,"F","N","L",NA,NA,NA,NA,"N1","C",70.2,3,3,2.5,257,213,"Good","owner-occupied",51.540611,-0.118832,165,33,2,"caledonian road and barnsbury","Thames Water",44400,"Islington","light_rail",0,0,1,0.4312516,349000,492430.782886546,0.410976455262311,1
"141",3539,NA,NA,"T","N","F",NA,NA,NA,NA,"RM2","E",96,4,5.8,2.2,341,130,"Average","owner-occupied",51.57785,0.207322,30,31,6,"gidea park","Essex & Suffolk Water",54000,"Havering","rail",0,1,0,0.4045314,293000,413277.536627473,0.410503537977724,1
"142",8888,NA,NA,"F","N","L",NA,NA,NA,NA,"TW7","B",103,4,1.8,1.6,97,90,"Average","owner-occupied",51.468531,-0.328675,107,11,4,"isleworth","Thames Water",57100,"Hounslow","rail",0,1,0,0.826462,354000,499208.157336869,0.410192534849912,1
"143",5819,NA,NA,"F","N","L",NA,NA,NA,NA,"W1H","D",126,5,4.3,1.8,178,76,"Very Poor","rental (private)",51.517483,-0.163139,45,34,1,"marble arch","Thames Water",60700,"Westminster","tube",1,0,0,0.3187782,1288000,1815601.73471638,0.409628676022033,1
"144",3700,NA,NA,"T","N","F",NA,NA,NA,NA,"SE6","D",88,4,4.1,0.7,264,42,"Very Poor","owner-occupied",51.437401,-0.031654,68,26,3,"bellingham","Thames Water",45100,"Lewisham","rail",0,1,0,0.739466,336000,473406.577156464,0.408948146299,1
"145",15051,NA,NA,"S","N","F",NA,NA,NA,NA,"TW9","C",191,7,5,2.8,149,82,"Good","rental (private)",51.465069,-0.288161,112,11,3,"north sheen","Thames Water",61900,"Richmond upon Thames","rail",0,1,0,0.1969838,1182000,1662266.24006626,0.406316615961306,1
"146",11205,NA,NA,"D","N","F",NA,NA,NA,NA,"TW12","D",107.75,5,5.6,4.1,271,196,"Average","rental (private)",51.425031,-0.368609,80,20,6,"hampton","Thames Water",54700,"Richmond upon Thames","rail",0,1,0,0.7879352,557000,780910.491803402,0.401993701621907,1
"147",14781,NA,NA,"T","N","F",NA,NA,NA,NA,"IG2","D",118,5,5.7,2.2,275,104,"Average","owner-occupied",51.580232,0.067692,185,27,4,"gants hill","Thames Water",55100,"Redbridge","tube",1,0,0,0.282737,403000,563850.359194467,0.39913240494905,1
"148",7063,NA,NA,"F","N","L",NA,NA,NA,NA,"SM3","C",39,2,1.8,1.7,269,263,"Good","owner-occupied",51.370269,-0.229348,75,42,5,"stoneleigh","SES Water",55400,"Sutton","rail",0,1,0,1.2440428,130000,181880.115805503,0.399077813888481,1
"149",9445,NA,NA,"S","N","F",NA,NA,NA,NA,"N10","C",157,5,5.1,2.4,183,87,"Average","owner-occupied",51.596138,-0.139975,126,88,3,"alexandra palace","Thames Water",64800,"Haringey","rail",0,1,0,1.1514542,811000,1133903.98136813,0.398155340774516,1
"150",7149,NA,NA,"D","N","F",NA,NA,NA,NA,"N20","D",311,10,11,8.7,209,157,"Average","owner-occupied",51.631489,-0.164133,45,89,4,"oakleigh park","Affinity Water",58400,"Barnet","rail",0,1,0,0.5766592,1460000,2040756.99838677,0.397778766018333,1
"151",6120,NA,NA,"T","N","F",NA,NA,NA,NA,"SW19","D",137,6,5.5,4,230,164,"Good","owner-occupied",51.418497,-0.184742,76,17,3,"colliers wood","Thames Water",66200,"Merton","tube",1,0,0,0.472264,714000,996167.085494215,0.395191996490498,1
"152",346,NA,NA,"F","N","L",NA,NA,NA,NA,"E2","C",100,4,2.8,2.8,158,157,"Good","owner-occupied",51.528751,-0.057646,176,19,2,"bethnal green","Thames Water",55100,"Hackney","tube",1,0,1,0.3212638,477000,664809.400696594,0.393730399783216,1
"153",8470,NA,NA,"S","N","F",NA,NA,NA,NA,"BR2","F",181,7,11,2.8,405,106,"Very Poor","owner-occupied",51.375186,0.043094,58,78,5,"hayes","Thames Water",67300,"Bromley","rail",0,1,0,1.8604716,621000,865432.128201946,0.393610512402489,1
"154",14299,NA,NA,"S","N","F",NA,NA,NA,NA,"RM13","E",82,3,5.2,1.3,356,86,"Average","owner-occupied",51.53669,0.197802,23,9,6,"elm park","Essex & Suffolk Water",44600,"Havering","tube",1,0,0,1.177553,255000,354858.085725138,0.391600336177012,1
"155",4885,NA,NA,"T","N","F",NA,NA,NA,NA,"SW18","D",85,4,3.1,1.2,205,77,"Average","owner-occupied",51.440993,-0.188009,52,11,3,"earlsfield","Thames Water",63100,"Wandsworth","rail",0,1,0,0.1901484,495000,687391.924235394,0.388670554010897,1
"156",9699,NA,NA,"S","N","F",NA,NA,NA,NA,"W13","C",146,6,3.2,1.7,126,65,"Average","owner-occupied",51.506817,-0.317765,108,26,3,"northfields","Thames Water",72200,"Ealing","tube",1,0,0,0.4573504,780000,1080190.03887108,0.384859024193693,1
"157",8416,NA,NA,"T","N","F",NA,NA,NA,NA,"W5","C",101.5,6,3,2.9,202,198,"Good","rental (private)",51.499703,-0.304527,75,26,3,"south ealing","Thames Water",56900,"Ealing","tube",1,0,0,0.3100786,574000,794250.292585888,0.383711311125241,1
"158",10494,NA,NA,"S","N","F",NA,NA,NA,NA,"SW2","D",171,7,7,4,232,130,"Poor","owner-occupied",51.440855,-0.117063,84,68,3,"streatham hill","Thames Water",55900,"Lambeth","rail",0,1,0,0.6095934,747000,1028361.38043362,0.376655127755855,1
"159",7793,NA,NA,"F","N","L",NA,NA,NA,NA,"RM5","C",52,2,1.8,1.3,193,145,"Average","owner-occupied",51.608976,0.174458,52,80,6,"gidea park","Essex & Suffolk Water",42400,"Havering","rail",0,1,0,3.1772182,129000,177585.245946154,0.376629813536075,1
"160",1444,NA,NA,"F","N","L",NA,NA,NA,NA,"W1U","C",72,3,2.7,1.5,212,119,"Good","owner-occupied",51.519776,-0.154557,8,32,1,"baker street","Thames Water",73500,"Westminster","tube",6,0,0,0.4977414,877000,1205892.68000006,0.375020159635193,1
"161",1804,NA,NA,"D","N","F",NA,NA,NA,NA,"CR5","C",243,11,4.7,3.7,110,87,"Good","owner-occupied",51.307943,-0.150385,69,129,6,"coulsdon south","SES Water",63300,"Croydon","rail",0,1,0,0.8848736,785000,1078540.27158895,0.373936651705674,1
"162",13047,NA,NA,"F","N","L",NA,NA,NA,NA,"NW3","D",41,2,2,0.9,253,118,"Very Poor","owner-occupied",51.555622,-0.152963,61,48,2,"gospel oak","Thames Water",58200,"Camden","light_rail",0,0,1,0.1000454,336000,461127.189836629,0.372402350704252,1
"163",7006,NA,NA,"F","N","L",NA,NA,NA,NA,"SW1P","E",68,3,4.1,2.9,347,248,"Very Poor","owner-occupied",51.496104,-0.137247,68,13,1,"victoria","Thames Water",57500,"Westminster","tube",3,1,0,0.3610334,589000,807870.143080687,0.371596168218485,1
"164",5648,NA,NA,"T","N","F",NA,NA,NA,NA,"DA8","D",93,4,3.9,1.3,218,72,"Poor","owner-occupied",51.475969,0.160954,107,50,6,"barnehurst","Thames Water",51300,"Bexley","rail",0,1,0,0.947635,285000,390756.61343377,0.371075836609721,1
"165",800,NA,NA,"T","N","F",NA,NA,NA,NA,"TW2","D",61,3,3.4,0.7,310,60,"Average","owner-occupied",51.448394,-0.368669,135,22,5,"whitton","Thames Water",55400,"Richmond upon Thames","rail",0,1,0,0.7823426,334000,457755.760466859,0.370526228942692,1
"166",305,NA,NA,"T","N","F",NA,NA,NA,NA,"TW11","C",223,8,5.6,3.7,131,86,"Good","owner-occupied",51.420963,-0.31436,114,11,6,"hampton wick","Thames Water",63800,"Richmond upon Thames","rail",0,1,0,0.4610788,1265000,1729959.66198822,0.367557045049975,1
"167",2914,NA,NA,"S","N","F",NA,NA,NA,NA,"SE27","G",180,4,22,12,718,390,"Average","owner-occupied",51.432732,-0.109096,106,74,3,"west norwood","Thames Water",58200,"Lambeth","rail",0,1,0,0.3784326,888000,1212416.90738275,0.365334355160757,1
"168",1487,NA,NA,"S","N","F",NA,NA,NA,NA,"SW14","C",212,7,6.2,4.1,167,109,"Good","owner-occupied",51.462743,-0.260278,86,13,3,"mortlake","Thames Water",68200,"Richmond upon Thames","rail",0,1,0,0.7133672,1369000,1868553.55614899,0.364903985499628,1
"169",286,NA,NA,"S","N","F",NA,NA,NA,NA,"BR2","E",219,6,11,4.8,272,124,"Very Poor","owner-occupied",51.391743,0.047712,78,66,5,"bickley","Thames Water",63800,"Bromley","rail",0,1,0,0.9706268,785000,1071295.01667746,0.364707027614599,1
"170",11470,NA,NA,"F","N","L",NA,NA,NA,NA,"W11","D",94.01,4,4.1,2.3,265,149,"Poor","owner-occupied",51.51682,-0.213957,52,13,2,"ladbroke grove","Thames Water",47300,"Kensington and Chelsea","tube",2,0,0,0.2659592,676000,921785.894042499,0.363588600654584,1
"171",14704,NA,NA,"T","N","F",NA,NA,NA,NA,"TW10","D",228,4,8.8,7.1,218,174,"Average","owner-occupied",51.44248,-0.313583,60,10,5,"twickenham","Thames Water",66600,"Richmond upon Thames","rail",0,1,0,1.4080924,1200000,1636128.36372294,0.363440303102448,1
"172",8794,NA,NA,"F","N","L",NA,NA,NA,NA,"N17","C",52,2,1.5,1,159,113,"Average","owner-occupied",51.606299,-0.060158,57,13,3,"northumberland park","Thames Water",36900,"Haringey","rail",0,1,0,0.3778112,195000,265553.331445253,0.361811956129501,1
"173",9578,NA,NA,"F","N","L",NA,NA,NA,NA,"SW1P","D",273,8,12,6.4,224,120,"Good","owner-occupied",51.496062,-0.140835,97,17,1,"victoria","Thames Water",57500,"Westminster","tube",3,1,0,0.201955,3873000,5269998.80694618,0.360701989916392,1
"174",6194,NA,NA,"T","N","F",NA,NA,NA,NA,"HA4","D",108,6,4.9,2.8,254,144,"Average","owner-occupied",51.563306,-0.41921,66,41,5,"ruislip gardens","Affinity Water",59200,"Hillingdon","tube",1,0,0,0.7046676,395000,537415.097018664,0.36054454941434,1
"175",3971,NA,NA,"F","N","L",NA,NA,NA,NA,"W2","C",32,2,1.1,0.8,202,141,"Very Poor","rental (private)",51.513627,-0.182895,53,30,1,"bayswater","Thames Water",66700,"Westminster","tube",2,0,0,0.4958772,438000,595549.676950059,0.359702458790089,1
"176",15135,NA,NA,"F","N","L",NA,NA,NA,NA,"SW6","D",25,2,1.5,1.2,365,283,"Good","owner-occupied",51.477937,-0.203423,39,9,2,"parsons green","Thames Water",61900,"Hammersmith and Fulham","tube",1,0,0,0.3815396,297000,403161.406007202,0.35744581147206,1
"177",5393,NA,NA,"T","N","F",NA,NA,NA,NA,"CR4","D",95.6104,6,4.5,3.6,279,226,"Good","rental (social)",51.408824,-0.162497,29,23,3,"mitcham eastfields","Thames Water",45700,"Merton","rail",0,1,0,0.6387992,396000,536980.810348989,0.356012147345931,1
"178",5084,NA,NA,"F","N","L",NA,NA,NA,NA,"TW9","B",56,2,0.8,0.8,81,81,"Good","owner-occupied",51.479137,-0.278,108,6,3,"kew gardens","Thames Water",61900,"Richmond upon Thames","tube",1,0,1,0.5878444,289000,391188.820033419,0.353594532987609,1
"179",8968,NA,NA,"F","N","L",NA,NA,NA,NA,"NW5","D",78.09,3,3.1,2.2,205,144,"Very Poor","rental (private)",51.554527,-0.14098,238,45,2,"kentish town","Thames Water",57000,"Camden","tube",1,1,0,0.2448316,532000,718918.664711209,0.351350873517309,1
"180",6629,NA,NA,"F","N","L",NA,NA,NA,NA,"SE1","D",56,3,2.5,1.4,251,145,"Very Poor","owner-occupied",51.507685,-0.093487,77,11,1,"london bridge","Thames Water",56600,"Southwark","tube",2,1,0,0.4828278,393000,530558.346319299,0.350021237453687,1
"181",3386,NA,NA,"F","N","L",NA,NA,NA,NA,"SE13","D",66,3,3.5,2.8,278,220,"Very Poor","owner-occupied",51.468065,-0.010279,98,23,2,"lewisham","Thames Water",59500,"Lewisham","light_rail",0,1,1,0.2094118,299000,403186.228996963,0.348448926411249,1
"182",7493,NA,NA,"T","N","F",NA,NA,NA,NA,"IG11","E",115,5,7.4,3.2,362,154,"Average","owner-occupied",51.534405,0.078936,17,6,4,"barking","Essex & Suffolk Water",44200,"Barking and Dagenham","tube",2,0,1,0.5070624,319000,428653.703352893,0.343742016780229,1
"183",527,NA,NA,"S","N","F",NA,NA,NA,NA,"CR0","D",118,5,4,1.6,191,74,"Good","rental (private)",51.38625,-0.111401,82,45,3,"ampere way","Thames Water",45800,"Croydon","light_rail",0,0,1,0.8059558,383000,514454.289511075,0.343222688018474,1
